SL,HHNO,HOUSING_TYPE,HH_INCOME,BUSINESS_P_NO,EMPLOYED_P_NO,UNEMPLOYED_P_NO,CAR_OWN,MC_OWN
9532,3421,2,2,0,1,1,0,0
9534,3422,2,2,0,1,2,0,0
9537,3423,3,2,1,0,1,0,0
9539,3424,3,2,0,1,2,0,0
9542,3425,3,2,1,0,3,0,0
9546,3426,3,2,0,1,4,0,0
9551,3427,2,2,0,1,2,0,0
9554,3428,2,2,0,1,1,0,0
9556,3429,2,2,0,1,1,0,0
9558,3430,2,2,0,1,1,0,0
9560,3431,2,2,0,1,2,0,0
9563,3432,2,2,1,0,1,0,0
9565,3433,2,2,0,1,1,0,0
9567,3434,2,2,1,0,2,0,0
9570,3435,3,2,2,0,2,0,0
9574,3436,3,2,1,0,2,0,0
9577,3437,2,1,1,0,1,0,0
9579,3438,3,2,0,1,1,0,0
9581,3439,3,2,1,0,1,0,0
9583,3440,3,2,0,1,1,0,0
9585,3441,1,1,0,1,1,0,0
9587,3442,3,2,0,1,1,0,0
9589,3443,2,2,0,1,2,0,0
9592,3444,2,2,1,0,1,0,0
9594,3445,3,2,0,1,2,0,0
9597,3446,2,1,1,0,1,0,0
9599,3447,2,2,0,1,2,0,0
9602,3448,2,2,0,1,2,0,0
9605,3449,3,2,1,0,1,0,0
9607,3450,3,2,1,0,1,0,0
9609,3451,3,2,1,0,3,0,0
9613,3452,3,2,1,0,1,0,0
9615,3453,3,2,1,0,1,0,1
9617,3454,3,1,0,1,3,0,0
9621,3455,3,2,1,0,1,0,0
9623,3456,1,1,1,1,3,0,0
9628,3457,3,2,0,1,2,0,1
9631,3458,3,3,1,0,2,1,0
9634,3459,3,2,1,0,2,0,0
9637,3460,2,2,0,0,4,0,0
9641,3461,2,2,0,1,3,0,0
9645,3462,3,2,1,0,2,0,0
9648,3463,3,1,0,1,1,0,0
9650,3464,2,2,1,0,1,0,0
9652,3465,3,2,0,1,1,0,0
9654,3466,1,1,0,1,1,0,0
9656,3467,2,3,1,0,1,0,0
9658,3468,3,3,0,1,1,0,0
9660,3469,1,2,0,1,2,0,0
9663,3470,2,3,0,1,1,0,0
9665,3471,3,3,0,1,3,0,0
9669,3472,3,2,0,1,2,0,0
9672,3473,3,2,0,1,2,0,0
9675,3474,3,2,0,1,0,0,0
9676,3475,2,3,1,0,2,0,0
9679,3476,1,2,0,1,1,0,0
9681,3477,3,2,0,1,1,0,0
9683,3478,3,3,1,0,1,0,0
9685,3479,3,3,1,0,2,0,0
9688,3480,3,2,0,1,1,0,0
9690,3481,2,2,0,1,1,0,0
9692,3482,2,2,1,0,2,0,0
9695,3483,3,2,0,1,1,0,0
9697,3484,2,3,0,1,1,0,0
9699,3485,3,2,0,1,1,0,0
9701,3486,1,3,0,0,1,0,0
9702,3487,2,2,0,1,1,0,0
9704,3488,3,2,0,1,1,0,0
9706,3489,1,2,1,0,2,0,0
9709,3490,1,2,0,1,2,0,0
9712,3491,3,2,0,1,1,0,0
9714,3492,3,3,0,1,1,0,0
9716,3493,3,2,0,1,1,0,0
9718,3494,3,3,1,0,1,0,0
9720,3495,2,2,0,1,2,0,0
9723,3496,2,2,0,2,0,0,0
9725,3497,3,3,0,1,1,0,0
9727,3498,3,2,0,1,1,0,0
9729,3499,2,2,1,0,1,0,0
9731,3500,3,2,0,1,2,0,0
9734,3501,3,2,1,0,1,0,0
9736,3502,1,2,0,1,1,0,0
9738,3503,3,2,0,1,1,0,0
9740,3504,3,2,0,1,1,0,0
9742,3505,3,2,0,1,1,0,0
9744,3506,3,2,0,1,1,0,0
9746,3507,2,2,1,0,1,0,0
9748,3508,2,2,0,1,1,0,0
9750,3509,3,2,0,1,3,0,0
9754,3510,3,2,0,1,1,0,0
9756,3511,3,2,0,1,1,0,0
9758,3512,3,2,0,1,1,0,0
9760,3513,3,3,0,2,0,0,0
9762,3514,3,2,1,0,1,0,0
9764,3515,2,3,1,0,1,0,0
9766,3516,3,2,2,0,0,0,0
9768,3517,3,2,0,1,1,0,0
9770,3518,3,2,0,1,1,0,0
9772,3519,3,2,0,2,0,0,0
9774,3520,2,2,1,0,1,0,0
9776,3521,2,2,0,1,1,0,0
9778,3522,2,1,0,1,1,0,0
9780,3523,2,2,0,2,0,0,0
9782,3524,2,2,0,2,0,0,0
9784,3525,3,2,1,0,1,0,0
9786,3526,2,2,1,0,1,0,0
9788,3527,3,2,0,1,1,0,0
9790,3528,2,2,0,1,1,0,0
9792,3529,3,2,1,0,1,0,0
9794,3530,2,2,0,1,1,0,0
9796,3531,2,2,0,1,1,0,0
9798,3532,2,1,1,0,1,0,0
9800,3533,2,2,0,1,1,0,0
9802,3534,2,2,0,2,0,0,0
9804,3535,3,2,1,0,1,0,0
9806,3536,2,2,1,0,1,0,0
9808,3537,3,2,0,1,1,0,0
9810,3538,3,2,0,1,1,0,0
9812,3539,2,2,0,2,0,0,0
9814,3540,3,3,0,2,0,0,0
9816,3541,3,2,0,2,0,0,0
9818,3542,3,2,0,2,0,0,0
9820,3543,2,2,0,2,0,0,0
9822,3544,3,2,1,0,1,0,0
9824,3545,1,2,1,0,1,0,0
9826,3546,3,2,0,1,2,0,0
9829,3547,2,2,0,1,2,0,0
9832,3548,3,2,0,2,1,0,0
9835,3549,2,2,0,1,1,0,0
9837,3550,1,2,0,1,2,0,0
9840,3551,2,2,0,1,1,0,0
9842,3552,3,3,1,0,2,0,0
9845,3553,1,2,0,1,1,0,0
9847,3554,1,2,0,1,1,0,0
9849,3555,2,2,1,0,3,0,0
9853,3556,2,2,1,0,1,0,0
9855,3557,2,2,1,0,2,0,0
9858,3558,2,2,1,0,1,0,0
9860,3559,2,2,0,1,1,0,0
9862,3560,2,2,1,0,1,0,0
9864,3561,2,2,1,0,2,0,0
9867,3562,2,2,1,0,2,0,0
9870,3563,3,2,0,1,1,0,0
9872,3564,3,2,0,1,2,0,0
9875,3565,2,3,0,1,2,0,0
9878,3566,3,2,2,1,0,0,0
9881,3567,2,2,1,0,2,0,0
9884,3568,1,2,0,1,2,0,0
9887,3569,1,1,0,1,2,0,0
9890,3570,1,1,1,0,2,0,0
9893,3571,1,1,1,0,2,0,0
9896,3572,2,1,1,0,3,0,0
9900,3573,3,4,0,1,4,1,0
9905,3574,3,2,0,1,2,0,1
9908,3575,3,2,0,1,2,0,0
9911,3576,3,1,0,1,1,0,1
9913,3577,1,1,0,1,1,0,0
9915,3578,1,2,0,1,1,0,0
9917,3579,3,1,0,1,1,0,0
9919,3580,1,1,0,1,1,0,0
9921,3581,3,2,0,1,2,0,0
9924,3582,1,2,0,1,1,0,0
9926,3583,2,2,0,1,4,0,0
9931,3584,2,2,0,1,1,0,0
9933,3585,3,1,0,2,1,0,0
9936,3586,3,3,0,1,3,0,0
9940,3587,1,1,0,1,2,0,0
9943,3588,3,1,0,1,1,0,0
9945,3589,3,2,0,1,1,0,0
9947,3590,3,1,0,2,0,0,0
9949,3591,2,2,0,1,1,0,0
9951,3592,3,1,0,1,1,0,0
9953,3593,1,2,0,1,1,0,0
9955,3594,2,2,0,1,3,0,0
9959,3595,2,2,0,2,2,0,1
9963,3596,1,2,0,1,2,0,0
9966,3597,2,2,0,1,3,0,0
9970,3598,3,2,0,1,1,0,0
9972,3599,3,4,1,1,4,1,0
9978,3600,3,2,0,1,3,0,0
9982,3601,2,2,1,0,2,0,0
9985,3602,3,2,0,1,2,0,0
9988,3603,3,2,1,0,1,0,0
9990,3604,3,3,1,0,3,0,1
9994,3605,2,2,1,0,2,0,1
9997,3606,2,2,0,1,2,0,1
10000,3607,3,2,1,0,2,0,0
10003,3608,2,2,0,2,1,0,0
10006,3609,2,2,0,1,2,0,0
10009,3610,2,2,0,1,2,0,0
10012,3611,1,2,1,0,1,0,0
10014,3612,3,2,0,1,1,0,0
10016,3613,1,3,0,2,2,0,0
10020,3614,3,2,2,0,1,0,0
10023,3615,3,3,0,1,1,0,0
10025,3616,2,3,0,1,2,0,0
10028,3617,1,1,0,1,2,0,0
10031,3618,1,1,0,1,3,0,0
10035,3619,1,2,0,1,1,1,0
10037,3620,1,2,0,1,2,0,0
10040,3621,3,3,0,1,3,0,1
10044,3622,2,3,0,1,3,0,0
10048,3623,2,2,0,1,2,0,0
10051,3624,2,2,0,1,2,0,0
10054,3625,3,1,0,1,1,0,0
10056,3626,2,2,1,0,3,0,0
10060,3627,3,2,0,1,2,0,0
10063,3628,2,2,0,1,2,1,0
10066,3629,2,2,0,1,2,0,0
10069,3630,3,2,0,1,2,0,0
10072,3631,3,2,0,1,3,0,0
10076,3632,3,1,1,0,1,0,0
10078,3633,2,2,0,1,3,0,0
10082,3634,3,2,1,0,2,0,0
10085,3635,3,1,0,1,1,0,0
10087,3636,2,2,1,0,1,0,0
10089,3637,3,2,0,1,1,0,0
10091,3638,2,3,0,1,2,0,0
10094,3639,2,2,1,0,2,0,0
10097,3640,1,2,0,1,2,0,0
10100,3641,1,1,0,1,2,0,0
10103,3642,1,1,1,0,2,0,0
10106,3643,1,1,1,0,2,0,0
10109,3644,2,1,1,0,3,0,0
10113,3645,3,4,0,1,4,1,0
10118,3646,3,2,0,1,2,0,1
10121,3647,1,1,0,1,2,0,0
10124,3648,1,1,0,1,3,0,0
10128,3649,1,2,0,1,1,1,0
10130,3650,1,2,0,1,2,0,0
10133,3651,3,3,0,1,3,0,1
10137,3652,2,3,0,1,3,0,0
10141,3653,2,2,0,1,2,0,0
10144,3654,2,2,0,1,2,0,0
10147,3655,3,1,0,1,1,0,0
10149,3656,2,2,1,0,3,0,0
10153,3657,3,2,0,1,2,0,0
10156,3658,2,2,0,1,2,1,0
10159,3659,2,2,0,1,2,0,0
10162,3660,3,2,0,1,2,0,0
10165,3661,3,2,0,1,3,0,0
10169,3662,3,1,1,0,1,0,0
10171,3663,2,2,0,1,3,0,0
10175,3664,3,2,1,0,2,0,0
10178,3665,3,1,0,1,1,0,0
10180,3666,2,2,1,0,1,0,0
10182,3667,3,2,0,1,1,0,0
10184,3668,2,3,0,1,2,0,0
10187,3669,2,2,1,0,2,0,0
10190,3670,1,2,0,1,2,0,0
10193,3671,1,1,0,1,2,0,0
10196,3672,1,1,1,0,2,0,0
10199,3673,1,1,1,0,2,0,0
10202,3674,2,1,1,0,3,0,0
10206,3675,3,4,0,1,4,1,0
10211,3676,3,2,0,1,2,0,1
10214,3677,3,4,0,1,1,1,0
10216,3678,3,4,0,0,2,1,0
10218,3679,3,2,0,1,2,0,0
10221,3680,2,2,0,2,1,0,0
10224,3681,3,3,0,1,2,0,0
10227,3682,2,2,1,0,3,0,0
10231,3683,3,2,1,0,3,0,0
10235,3684,3,2,1,0,3,0,0
10239,3685,2,2,0,1,2,0,0
10242,3686,2,2,0,1,2,0,0
10245,3687,2,2,1,0,2,0,0
10248,3688,3,2,0,1,2,0,0
10251,3689,2,1,0,1,3,0,0
10255,3690,3,3,0,1,2,0,0
10258,3691,3,2,0,1,2,0,0
10261,3692,3,2,0,1,2,0,0
10264,3693,3,2,0,1,2,0,0
10267,3694,3,2,1,0,2,0,0
10270,3695,3,2,1,0,2,0,0
10273,3696,3,2,1,0,2,0,0
10276,3697,2,2,0,1,2,0,0
10279,3698,3,2,0,1,3,0,0
10283,3699,3,2,1,0,2,0,0
10286,3700,3,3,0,1,2,0,0
10289,3701,3,3,0,1,2,0,0
10292,3702,2,2,0,1,2,0,0
10295,3703,2,3,1,0,2,0,0
10298,3704,2,2,0,1,2,0,0
10301,3705,2,2,0,1,2,0,0
10304,3706,1,2,0,0,3,0,0
10307,3707,3,3,0,1,2,0,0
10310,3708,3,3,1,0,2,0,0
10313,3709,3,3,1,0,3,0,0
10317,3710,3,3,1,0,3,0,0
10321,3711,3,3,0,1,2,0,0
10324,3712,3,3,0,1,3,0,0
10328,3713,3,3,1,0,2,0,0
10331,3714,3,3,2,0,1,0,0
10334,3715,3,2,0,1,2,0,0
10337,3716,3,3,1,0,2,0,0
10340,3717,3,2,1,0,2,0,0
10343,3718,3,2,2,0,1,0,0
10346,3719,3,3,1,0,2,0,0
10349,3720,2,2,2,0,3,0,0
10354,3721,2,2,0,1,2,0,0
10357,3722,3,2,0,1,4,0,0
10362,3723,3,3,0,1,2,0,0
10365,3724,2,3,0,1,2,0,0
10368,3725,3,2,0,1,2,0,0
10371,3726,3,3,1,0,2,0,0
10374,3727,2,2,0,1,3,0,0
10378,3728,2,2,0,1,2,0,0
10381,3729,3,3,1,0,2,0,0
10384,3730,3,2,0,1,2,0,0
10387,3731,1,2,0,1,2,0,0
10390,3732,2,3,1,0,3,0,0
10394,3733,3,2,0,1,2,0,0
10397,3734,3,2,1,0,2,0,0
10400,3735,3,2,0,1,2,0,0
10403,3736,1,2,1,0,4,0,0
10408,3737,1,2,0,1,3,0,0
10412,3738,2,3,0,1,2,0,0
10415,3739,3,2,1,1,3,0,0
10420,3740,2,3,1,0,2,0,0
10423,3741,3,4,0,0,3,0,0
10426,3742,1,2,0,1,2,0,0
10429,3743,2,3,0,1,1,1,0
10431,3744,3,3,1,0,2,0,0
10434,3745,3,3,0,1,2,0,0
10437,3746,2,2,1,0,4,0,0
10442,3747,3,3,1,0,2,0,0
10445,3748,2,2,0,1,2,0,0
10448,3749,3,3,0,1,2,0,0
10451,3750,2,3,1,0,3,0,0
10455,3751,3,3,0,1,2,0,0
10458,3752,3,2,0,1,2,0,0
10461,3753,2,2,0,1,2,0,0
10464,3754,3,2,0,1,2,0,0
10467,3755,3,3,1,0,3,0,0
10471,3756,1,1,1,0,2,0,0
10474,3757,3,3,0,1,2,0,0
10477,3758,3,2,0,0,3,0,0
10480,3759,3,3,1,0,2,0,0
10483,3760,2,2,0,1,2,0,1
10486,3761,1,2,0,1,2,0,0
10489,3762,3,3,0,1,2,0,1
10492,3763,3,2,1,0,2,0,0
10495,3764,3,2,0,1,1,0,0
10497,3765,2,2,0,1,2,0,0
10500,3766,3,3,1,0,2,0,0
10503,3767,2,2,0,1,2,0,0
10506,3768,3,2,0,1,2,0,0
10509,3769,3,3,0,1,2,0,0
10512,3770,3,1,0,0,2,0,0
10514,3771,3,2,1,0,2,0,0
10517,3772,1,2,0,1,3,0,0
10521,3773,2,3,0,1,2,0,0
10524,3774,2,2,0,1,2,0,0
10527,3775,2,2,1,0,3,0,0
10531,3776,2,1,0,1,2,0,0
10534,3777,2,3,0,1,2,0,0
10537,3778,3,2,0,1,3,0,0
10541,3779,3,2,0,1,2,0,0
10544,3780,3,2,0,1,2,0,0
10547,3781,2,2,0,1,2,0,0
10550,3782,3,1,0,0,2,0,0
10552,3783,2,2,0,1,3,0,0
10556,3784,2,2,0,1,2,0,0
10559,3785,3,1,1,0,2,0,0
10562,3786,3,2,1,0,1,0,0
10564,3787,1,1,1,0,2,0,0
10567,3788,3,2,0,1,2,0,0
10570,3789,1,2,0,1,2,0,0
10573,3790,2,2,0,1,2,0,0
10576,3791,3,3,1,0,2,0,0
10579,3792,3,2,0,1,2,0,0
10582,3793,1,1,1,0,1,0,0
10584,3794,3,2,1,0,2,0,0
10587,3795,2,1,0,1,3,0,0
10591,3796,3,2,0,1,2,0,0
10594,3797,3,2,1,0,1,0,0
10596,3798,3,2,0,1,2,0,0
10599,3799,3,2,0,1,3,0,0
10603,3800,3,1,0,1,2,0,0
10606,3801,3,3,1,0,3,0,0
10610,3802,3,2,1,0,1,0,0
10612,3803,3,2,0,1,2,0,0
10615,3804,3,3,1,0,3,0,0
10619,3805,3,2,1,0,2,0,0
10622,3806,2,3,0,2,0,0,0
10624,3807,3,2,0,2,1,0,0
10627,3808,2,4,0,1,3,1,0
10631,3809,2,3,1,0,3,0,0
10635,3810,3,3,0,1,3,0,0
10639,3811,3,2,0,1,3,0,0
10643,3812,3,2,1,0,2,0,0
10646,3813,3,2,1,1,2,0,0
10650,3814,3,3,1,0,3,0,0
10654,3815,2,2,1,0,1,0,0
10656,3816,2,1,1,0,3,0,0
10660,3817,3,1,1,0,4,0,0
10665,3818,2,2,0,1,2,0,0
10668,3819,3,3,1,0,2,0,0
10671,3820,3,2,0,1,1,0,0
10673,3821,3,3,1,0,2,0,0
10676,3822,3,3,1,0,2,0,0
10679,3823,3,2,0,1,1,0,0
10681,3824,1,2,0,1,2,0,0
10684,3825,2,1,0,0,3,0,0
10687,3826,2,1,0,1,1,0,0
10689,3827,3,1,0,1,2,0,0
10692,3828,2,2,1,0,3,0,0
10696,3829,3,3,0,1,3,0,0
10700,3830,2,2,0,1,3,0,0
10704,3831,2,3,1,0,3,0,0
10708,3832,2,2,0,1,2,0,0
10711,3833,2,2,0,1,2,0,0
10714,3834,2,2,0,1,2,0,0
10717,3835,2,2,1,0,2,0,0
10720,3836,3,2,0,1,2,0,1
10723,3837,1,4,0,1,2,0,0
10726,3838,3,2,0,1,3,0,0
10730,3839,2,3,1,0,2,0,0
10733,3840,3,2,0,1,3,0,0
10737,3841,1,2,0,0,3,0,0
10740,3842,2,3,1,0,2,0,0
10743,3843,3,2,0,1,2,0,0
10746,3844,2,3,0,1,2,0,0
10749,3845,3,2,0,1,2,0,0
10752,3846,3,3,0,1,2,0,0
10755,3847,3,2,1,0,2,0,0
10758,3848,2,3,0,1,3,0,0
10762,3849,3,3,0,1,3,0,0
10766,3850,2,2,0,1,2,0,0
10769,3851,2,3,1,0,3,0,0
10773,3852,3,2,0,1,2,0,0
10776,3853,1,2,1,0,3,0,0
10780,3854,3,3,0,2,0,0,0
10782,3855,2,3,0,1,3,0,0
10786,3856,2,3,0,1,2,0,0
10789,3857,3,3,1,0,2,0,0
10792,3858,3,3,0,1,2,0,0
10795,3859,3,3,1,0,2,0,0
10798,3860,2,2,0,1,2,0,0
10801,3861,1,1,1,0,2,0,0
10804,3862,1,2,0,1,1,0,0
10806,3863,2,3,0,1,2,0,0
10809,3864,2,2,0,1,2,0,0
10812,3865,1,1,0,1,2,0,0
10815,3866,1,2,0,1,1,0,0
10817,3867,2,3,0,1,3,0,0
10821,3868,2,3,0,1,3,0,0
10825,3869,1,2,0,1,2,0,0
10828,3870,3,3,0,1,3,0,0
10832,3871,3,3,1,0,2,0,0
10835,3872,2,2,0,1,1,0,0
10837,3873,1,2,1,0,2,0,0
10840,3874,2,2,0,1,2,0,0
10843,3875,3,2,0,1,2,0,0
10846,3876,2,2,0,1,2,0,0
10849,3877,2,2,0,1,2,0,0
10852,3878,1,1,0,1,2,0,0
10855,3879,3,3,0,1,3,0,0
10859,3880,2,2,1,0,3,0,0
10863,3881,3,2,1,0,2,0,0
10866,3882,3,3,0,1,2,0,0
10869,3883,2,2,1,0,2,0,0
10872,3884,2,2,1,0,2,0,0
10875,3885,3,2,1,0,2,0,0
10878,3886,2,3,2,0,2,0,0
10882,3887,3,3,1,0,3,0,0
10886,3888,3,2,0,1,3,0,0
10890,3889,1,3,1,0,3,0,0
10894,3890,3,3,1,0,3,0,0
10898,3891,3,3,0,1,2,0,0
10901,3892,3,3,1,0,1,0,0
10903,3893,3,3,0,1,2,0,0
10906,3894,2,3,1,0,3,0,0
10910,3895,3,3,0,1,2,0,0
10913,3896,3,3,1,0,3,0,0
10917,3897,3,3,0,1,2,0,0
10920,3898,2,2,0,1,3,0,0
10924,3899,3,3,0,1,3,0,0
10928,3900,2,2,0,1,2,0,0
10931,3901,3,3,0,1,3,0,0
10935,3902,3,3,1,0,3,0,0
10939,3903,3,3,1,0,3,0,0
10943,3904,2,3,1,0,3,0,0
10947,3905,3,3,0,1,3,0,1
10951,3906,2,3,0,1,3,0,0
10955,3907,2,3,1,0,3,0,0
10959,3908,1,2,1,1,1,0,0
10962,3909,3,2,1,0,1,0,0
10964,3910,2,2,1,0,1,0,0
10966,3911,2,2,1,0,1,0,0
10968,3912,3,3,1,0,3,0,0
10972,3913,3,4,0,1,3,0,0
10976,3914,2,2,0,1,2,0,1
10979,3915,2,3,1,0,1,0,0
10981,3916,3,2,0,0,2,0,0
10983,3917,2,2,0,1,3,0,0
10987,3918,3,2,1,0,4,0,0
10992,3919,3,3,1,2,1,0,0
10996,3920,3,4,0,1,3,1,0
11000,3921,3,4,1,0,3,0,0
11004,3922,3,3,0,1,4,0,1
11009,3923,2,4,1,1,2,0,0
11013,3924,2,2,1,0,3,0,0
11017,3925,3,3,1,0,3,0,0
11021,3926,3,3,1,1,3,0,0
11026,3927,3,3,0,1,4,0,0
11031,3928,3,4,1,0,4,0,0
11036,3929,3,4,0,1,3,0,0
11040,3930,3,4,0,2,2,1,0
11044,3931,3,3,0,1,3,0,0
11048,3932,2,2,0,1,3,0,0
11052,3933,2,3,1,0,3,0,0
11056,3934,2,3,2,0,3,0,0
11061,3935,2,3,1,0,4,0,0
11066,3936,3,3,0,2,3,0,0
11071,3937,1,2,1,0,4,0,0
11076,3938,2,3,1,0,3,0,0
11080,3939,3,3,1,0,3,0,0
11084,3940,2,3,0,1,3,0,0
11088,3941,3,4,1,0,4,0,0
11093,3942,2,2,0,1,4,0,0
11098,3943,2,1,0,0,3,0,0
11101,3944,2,1,0,1,2,0,0
11104,3945,3,2,1,0,1,0,0
11106,3946,2,1,0,0,3,0,0
11109,3947,3,3,1,0,4,0,0
11114,3948,3,3,1,0,2,0,0
11117,3949,2,3,1,0,1,0,0
11119,3950,3,2,0,1,2,0,0
11122,3951,3,2,0,1,2,0,0
11125,3952,3,3,1,0,3,0,0
11129,3953,3,3,1,0,3,0,0
11133,3954,3,2,1,0,3,0,0
11137,3955,3,3,0,1,2,0,0
11140,3956,3,3,2,0,2,0,0
11144,3957,2,2,0,1,3,0,0
11148,3958,2,3,1,0,1,0,0
11150,3959,3,2,0,1,2,0,0
11153,3960,3,2,1,0,2,0,0
11156,3961,3,2,0,1,3,0,0
11160,3962,3,2,1,0,2,0,0
11163,3963,2,2,1,0,2,0,0
11166,3964,2,2,2,0,2,0,0
11170,3965,2,3,2,0,2,0,0
11174,3966,2,2,1,1,1,0,0
11177,3967,3,4,1,0,3,0,0
11181,3968,2,1,1,0,2,0,0
11184,3969,3,4,0,1,3,0,0
11188,3970,3,2,0,1,2,0,0
11191,3971,1,3,0,1,3,0,0
11195,3972,3,2,0,1,2,0,0
11198,3973,3,2,1,0,2,0,0
11201,3974,3,3,1,0,4,0,0
11206,3975,3,3,3,0,1,0,0
11210,3976,1,2,0,1,2,0,0
11213,3977,3,2,2,0,1,0,0
11216,3978,3,3,1,0,2,0,0
11219,3979,3,2,1,1,2,0,0
11223,3980,3,2,0,2,2,0,0
11227,3981,3,2,0,1,2,0,0
11230,3982,2,3,0,1,2,0,0
11233,3983,2,3,1,0,2,0,1
11236,3984,2,2,1,0,3,0,0
11240,3985,3,4,0,1,3,0,0
11244,3986,2,2,0,1,2,0,1
11247,3987,3,2,0,1,1,0,0
11249,3988,3,3,0,1,3,0,0
11253,3989,3,3,1,0,2,0,0
11256,3990,3,4,0,0,4,0,0
11260,3991,3,2,0,1,1,0,0
11262,3992,2,3,0,1,3,0,0
11266,3993,3,4,1,0,1,1,0
11268,3994,2,2,1,0,2,0,0
11271,3995,2,2,0,1,2,0,0
11274,3996,2,3,0,1,2,0,0
11277,3997,2,2,1,0,2,0,0
11280,3998,3,2,1,0,1,0,0
11282,3999,2,2,1,0,2,0,0
11285,4000,3,4,0,0,3,0,0
11288,4001,3,3,0,0,2,0,0
11290,4002,2,3,1,0,2,0,0
11293,4003,3,2,1,0,1,0,0
11295,4004,3,4,1,0,1,0,0
11297,4005,2,3,1,0,2,0,0
11300,4006,2,2,0,1,2,0,0
11303,4007,3,2,1,0,2,0,0
11306,4008,3,2,0,2,0,0,0
11308,4009,3,3,1,0,2,0,0
11311,4010,3,4,0,0,3,1,1
11314,4011,3,3,1,0,3,0,0
11318,4012,2,3,0,1,3,0,0
11322,4013,2,2,1,0,2,0,0
11325,4014,2,1,0,1,2,0,0
11328,4015,2,2,1,0,2,0,0
11331,4016,2,3,1,0,1,0,0
11333,4017,3,3,1,0,3,0,0
11337,4018,3,3,0,1,3,0,0
11341,4019,2,3,0,0,4,0,0
11345,4020,3,3,1,0,3,0,0
11349,4021,2,2,0,0,4,0,0
11353,4022,3,2,0,0,3,0,0
11356,4023,1,2,0,1,1,0,0
11358,4024,3,2,0,1,2,0,0
11361,4025,1,2,1,0,3,0,0
11365,4026,3,3,1,0,2,0,0
11368,4027,3,3,1,0,3,0,0
11372,4028,1,2,0,0,3,0,0
11375,4029,2,2,0,0,2,0,0
11377,4030,3,3,1,0,2,0,0
11380,4031,2,3,1,0,1,0,0
11382,4032,3,3,1,0,3,0,0
11386,4033,3,3,1,1,1,0,0
11389,4034,3,4,0,1,2,0,0
11392,4035,1,2,0,0,2,0,0
11394,4036,3,2,0,1,4,0,0
11399,4037,3,3,0,1,3,0,0
11403,4038,3,3,0,1,2,0,0
11406,4039,2,2,1,1,3,0,0
11411,4040,2,2,1,0,3,0,0
11415,4041,1,2,0,1,2,0,0
11418,4042,1,1,1,1,3,0,0
11423,4043,2,1,1,0,3,0,0
11427,4044,2,3,1,0,2,0,0
11430,4045,2,1,0,0,3,0,0
11433,4046,1,2,0,1,2,0,0
11436,4047,1,1,1,0,2,0,0
11439,4048,3,1,0,1,3,0,0
11443,4049,3,1,1,0,2,0,0
11446,4050,2,3,1,0,3,0,1
11450,4051,3,3,0,1,3,0,0
11454,4052,2,2,1,0,2,0,0
11457,4053,1,2,1,0,4,0,0
11462,4054,2,3,1,0,2,0,0
11465,4055,2,3,0,1,2,0,0
11468,4056,2,3,1,0,2,0,1
11471,4057,2,3,0,1,2,0,0
11474,4058,1,2,1,0,3,0,0
11478,4059,3,2,1,1,1,0,0
11481,4060,3,2,1,0,2,0,0
11484,4061,1,2,1,1,2,0,0
11488,4062,2,2,0,1,2,0,0
11491,4063,2,3,1,3,1,0,1
11496,4064,3,2,0,1,3,0,0
11500,4065,3,2,0,2,0,0,0
11502,4066,2,3,0,1,2,0,0
11505,4067,1,1,1,0,3,0,0
11509,4068,3,2,1,0,3,0,0
11513,4069,2,2,0,0,2,0,0
11515,4070,1,2,1,0,1,0,0
11517,4071,2,4,2,0,1,0,0
11520,4072,2,2,0,1,2,0,0
11523,4073,2,1,0,1,2,0,0
11526,4074,2,1,1,0,2,0,0
11529,4075,3,2,0,1,1,0,0
11531,4076,3,2,0,1,2,0,0
11534,4077,2,1,0,1,2,0,0
11537,4078,1,1,0,1,2,0,0
11540,4079,3,2,1,0,3,0,0
11544,4080,2,2,0,1,2,0,0
11547,4081,3,2,0,0,2,0,0
11549,4082,1,2,2,0,1,0,0
11552,4083,2,3,0,0,5,0,0
11557,4084,3,1,0,0,2,0,0
11559,4085,3,4,1,0,3,0,0
11563,4086,2,2,1,0,2,0,0
11566,4087,3,3,1,0,2,0,0
11569,4088,1,2,1,0,2,0,0
11572,4089,3,3,1,0,3,0,1
11576,4090,3,2,0,1,2,0,0
11579,4091,2,2,1,0,2,0,0
11582,4092,2,3,1,0,3,0,1
11586,4093,3,2,0,1,2,0,0
11589,4094,2,2,1,0,2,0,0
11592,4095,2,3,0,1,3,0,0
11596,4096,3,2,0,1,2,0,0
11599,4097,2,2,0,1,2,0,0
11602,4098,3,2,1,0,2,0,0
11605,4099,3,1,0,0,4,0,0
11609,4100,3,4,0,1,3,0,0
11613,4101,1,2,1,0,2,0,0
11616,4102,3,3,0,0,4,0,0
11620,4103,3,3,2,0,2,1,0
11624,4104,2,4,1,2,3,0,1
11630,4105,3,3,1,0,2,0,0
11633,4106,1,1,0,1,2,0,0
11636,4107,3,2,0,0,4,0,0
11640,4108,3,4,0,1,3,0,1
11644,4109,2,2,1,0,1,0,0
11646,4110,3,2,0,1,1,0,0
11648,4111,3,4,1,0,3,0,0
11652,4112,2,1,1,0,1,0,0
11654,4113,1,2,0,1,3,0,0
11658,4114,2,2,1,0,2,0,0
11661,4115,3,3,1,0,2,0,0
